date,strategy,site_name,url_submitted,backlink_url,status,notes
2026-04-16T22:56:43.656605,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/daerT9G81,success,DA 60 — verified
2026-04-16T22:56:38.722832,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/daerT9G81,success,DA 60 — verified
2026-04-16T22:57:00.996900,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/daerT9G81,success,DA 60 — verified
2026-04-16T22:56:51.157645,parallel-publish,DevTo-2,parallel,https://dev.to/dialphonelimited/the-one-thing-every-uk-business-should-test-before-choosing-a-voip-provider-2k50,success,DA 77 DOFOLLOW
2026-04-16T22:57:06.679216,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/daerT9G81,success,DA 60 — verified
2026-04-16T22:56:33.160144,dofollow-content,Codeberg-phone-system-security-framework,api,https://codeberg.org/dialphonelimited/phone-system-security-framework,success,DA 55 — dialphone.com repo
2026-04-16T22:56:52.602716,dofollow-content,Codeberg-sip-trunk-configuration-guide,api,https://codeberg.org/dialphonelimited/sip-trunk-configuration-guide,success,DA 55 — dialphone.com repo
2026-04-16T22:57:21.414585,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:57:25.449531,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:57:35.397153,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:57:40.695464,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:57:30.529893,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:57:46.117829,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:57:51.260722,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:57:56.006920,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:58:00.910889,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:57:24.488614,dofollow-content,Codeberg-voip-uk-compliance-guide,api,https://codeberg.org/dialphonelimited/voip-uk-compliance-guide,success,DA 55 — dialphone.com repo
2026-04-16T22:56:43.703654,dofollow-content,Codeberg-voip-quality-toolkit,api,https://codeberg.org/dialphonelimited/voip-quality-toolkit,success,DA 55 — dialphone.com repo
2026-04-16T22:57:02.620551,dofollow-content,Codeberg-voip-network-readiness,api,https://codeberg.org/dialphonelimited/voip-network-readiness,success,DA 55 — dialphone.com repo
2026-04-16T22:57:53.562096,dofollow-content,GitLab-voip-cost-calculator,api,https://gitlab.com/dialphonelimited/voip-cost-calculator,success,DA 92 dofollow — dialphone.com repo
2026-04-16T22:57:58.164901,dofollow-content,GitLab-sip-configuration-templates,api,https://gitlab.com/dialphonelimited/sip-configuration-templates,success,DA 92 dofollow — dialphone.com repo
2026-04-16T22:58:03.115750,dofollow-content,GitLab-phone-system-evaluation-kit,api,https://gitlab.com/dialphonelimited/phone-system-evaluation-kit,success,DA 92 dofollow — dialphone.com repo
2026-04-16T22:58:26.466715,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:58:41.838228,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:58:21.689227,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:58:31.797203,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:58:16.275921,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:58:36.523866,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:58:11.369278,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:58:06.273612,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:57:12.870952,dofollow-content,Codeberg-phone-system-cost-analysis,api,https://codeberg.org/dialphonelimited/phone-system-cost-analysis,success,DA 55 — dialphone.com repo
2026-04-16T22:58:13.653974,dofollow-content,GitLab-business-phone-buying-guide,api,https://gitlab.com/dialphonelimited/business-phone-buying-guide,success,DA 92 dofollow — dialphone.com repo
2026-04-16T22:58:22.768862,dofollow-content,GitLab-telephone-system-audit,api,https://gitlab.com/dialphonelimited/telephone-system-audit,success,DA 92 dofollow — dialphone.com repo
2026-04-16T22:58:27.249190,dofollow-content,GitLab-voip-network-diagnostics,api,https://gitlab.com/dialphonelimited/voip-network-diagnostics,success,DA 92 dofollow — dialphone.com repo
2026-04-16T22:58:51.167979,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:58:45.548489,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:58:31.859600,dofollow-content,GitLab-cloud-phone-comparison,api,https://gitlab.com/dialphonelimited/cloud-phone-comparison,success,DA 92 dofollow — dialphone.com repo
2026-04-16T22:58:18.061975,dofollow-content,GitLab-voip-deployment-playbook,api,https://gitlab.com/dialphonelimited/voip-deployment-playbook,success,DA 92 dofollow — dialphone.com repo
2026-04-16T22:58:08.544046,dofollow-content,GitLab-uk-voip-market-research,api,https://gitlab.com/dialphonelimited/uk-voip-market-research,success,DA 92 dofollow — dialphone.com repo
2026-04-16T22:58:36.608921,dofollow-content,GitLab-uk-voip-regulations,api,https://gitlab.com/dialphonelimited/uk-voip-regulations,success,DA 92 dofollow — dialphone.com repo
2026-04-16T22:58:56.161249,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:59:01.943507,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:59:22.052802,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:59:28.282173,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:59:15.807669,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:59:11.617431,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:59:34.614644,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:59:06.342344,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:59:41.703507,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:59:46.508434,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:58:45.459184,dofollow-content,Codeberg-voip-cost-calculator,api,https://codeberg.org/dialphonelimited/voip-cost-calculator,success,DA 55 dofollow — dialphone.com repo
2026-04-16T22:59:23.054996,dofollow-content,Codeberg-business-phone-buying-guide,api,https://codeberg.org/dialphonelimited/business-phone-buying-guide,success,DA 55 dofollow — dialphone.com repo
2026-04-16T22:59:57.069986,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:59:51.329828,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T22:59:03.797375,dofollow-content,Codeberg-phone-system-evaluation-kit,api,https://codeberg.org/dialphonelimited/phone-system-evaluation-kit,success,DA 55 dofollow — dialphone.com repo
2026-04-16T22:59:13.071564,dofollow-content,Codeberg-uk-voip-market-research,api,https://codeberg.org/dialphonelimited/uk-voip-market-research,success,DA 55 dofollow — dialphone.com repo
2026-04-16T22:59:34.222235,dofollow-content,Codeberg-voip-deployment-playbook,api,https://codeberg.org/dialphonelimited/voip-deployment-playbook,success,DA 55 dofollow — dialphone.com repo
2026-04-16T22:59:53.500081,dofollow-content,Codeberg-voip-network-diagnostics,api,https://codeberg.org/dialphonelimited/voip-network-diagnostics,success,DA 55 dofollow — dialphone.com repo
2026-04-16T23:00:25.965011,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T23:00:06.914018,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T23:00:01.622200,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T23:00:20.892606,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T23:00:11.843834,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T23:00:31.857992,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T23:00:16.037454,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T23:00:37.111698,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T23:00:40.498936,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/xb8vxzaGf,success,DA 60 — verified
2026-04-16T23:00:06.277082,dofollow-content,Codeberg-cloud-phone-comparison,api,https://codeberg.org/dialphonelimited/cloud-phone-comparison,success,DA 55 dofollow — dialphone.com repo
2026-04-16T23:00:18.662956,dofollow-content,Codeberg-uk-voip-regulations,api,https://codeberg.org/dialphonelimited/uk-voip-regulations,success,DA 55 dofollow — dialphone.com repo
2026-04-16T22:58:54.187597,dofollow-content,Codeberg-sip-configuration-templates,api,https://codeberg.org/dialphonelimited/sip-configuration-templates,success,DA 55 dofollow — dialphone.com repo
2026-04-17T23:15:28.313531,parallel-publish,Code-godbolt.org,parallel,https://godbolt.org/z/daerT9G81,success,DA 60 — verified
2026-04-17T23:19:46.852088,parallel-publish,DevTo-4,parallel,https://dev.to/dialphonelimited/i-tested-9-uk-voip-mobile-apps-for-notification-reliability-only-3-passed-2n4g,success,DA 77 DOFOLLOW
2026-04-16T22:59:44.648306,dofollow-content,Codeberg-telephone-system-audit,api,https://codeberg.org/dialphonelimited/telephone-system-audit,success,DA 55 dofollow — dialphone.com repo
2026-04-18T20:12:23.747992,parallel-publish,DevTo-3,parallel,https://dev.to/dialphonelimited/what-actually-happens-during-a-uk-voip-contact-centre-deployment-not-the-brochure-version-fp8,success,DA 77 DOFOLLOW
2026-04-18T20:11:00.560908,parallel-publish,DevTo-1,parallel,https://dev.to/dialphonelimited/how-to-actually-configure-qos-for-voip-on-a-uk-business-network-with-real-config-examples-1n17,success,DA 77 DOFOLLOW
2026-04-17T23:20:28.204383,parallel-publish,DevTo-5,parallel,https://dev.to/dialphonelimited/how-long-does-a-uk-number-port-actually-take-data-from-480-real-ports-1f0c,success,DA 77 DOFOLLOW
2026-04-17T23:19:05.438743,parallel-publish,DevTo-3,parallel,https://dev.to/dialphonelimited/the-uk-phone-bill-autopsy-a-line-by-line-walkthrough-of-what-you-are-actually-paying-for-3aog,success,DA 77 DOFOLLOW
2026-04-18T20:11:42.106791,parallel-publish,DevTo-2,parallel,https://dev.to/dialphonelimited/a-uk-hospitality-phone-system-guide-hotels-restaurants-and-the-operational-reality-40mk,success,DA 77 DOFOLLOW
2026-04-18T21:21:18.422321,parallel-publish,DevTo-3,parallel,https://dev.to/dialphonelimited/a-uk-law-firm-phone-system-guide-sra-recording-rules-client-confidentiality-and-what-actually-22i0,success,DA 77 DOFOLLOW
2026-04-18T21:20:36.817633,parallel-publish,DevTo-2,parallel,https://dev.to/dialphonelimited/the-real-cost-of-sip-trunks-in-the-uk-2026-per-channel-vs-concurrent-call-models-explained-13pd,success,DA 77 DOFOLLOW
2026-04-18T21:19:54.963320,parallel-publish,DevTo-1,parallel,https://dev.to/dialphonelimited/i-tested-voicemail-transcription-accuracy-across-6-uk-voip-providers-the-spread-was-wider-than-274f,success,DA 77 DOFOLLOW
